sl_no,company,country,country_code,market_cap,diversity,stock_price_2015,stock_price_2016,stock_price_2017,stock_price_2018,stock_price_2019,stock_price_2020,stock_price_2021,stock_price_2022,stock_price_2023,stock_price_2024,expense_2015,expense_2016,expense_2017,expense_2018,expense_2019,expense_2020,expense_2021,expense_2022,expense_2023,expense_2024,revenue_2015,revenue_2016,revenue_2017,revenue_2018,revenue_2019,revenue_2020,revenue_2021,revenue_2022,revenue_2023,revenue_2024,market_share_2015,market_share_2016,market_share_2017,market_share_2018,market_share_2019,market_share_2020,market_share_2021,market_share_2022,market_share_2023,market_share_2024
673,Topicshots,Albania,ALL,6060000000.0,32.2,3500000000.0,119140000.0,0.0,23560000.0,1290000000.0,772290000.0,0.0,44740000.0,0.0,74510000.0,34577546.33,57588321.96,34974573.48,76503415.51,53763521.78,69575353.73,11963090.5,93425235.55,12340604.73,77657796.7,23531000.35,14145719.75,23192126.99,29647396.82,19129151.2,45459235.54,39854515.73,81996299.12,84218906.3,33589911.34,4.72,81.8,62.71,13.98,70.06,23.29,30.81,55.98,67.13,94.16
919,Jazzy,Colombia,COP,0.0,99.6,36150000.0,38480000000.0,763030000.0,162190000.0,0.0,1440000000.0,64140000.0,31130000000.0,0.0,3770000000.0,6127482.37,74996637.29,6039726.49,89688491.7,39604873.07,17073582.5,65922881.43,25959183.42,95565578.82,25669183.03,1663069.23,45820972.1,67378321.2,85555477.7,14964507.17,67202523.83,64195703.45,38582646.63,86861908.65,68178086.13,44.92,85.72,67.57,66.14,26.68,33.28,8.17,69.13,44.18,32.81
860,Skinder,Poland,PLN,7760000000.0,28.6,3610000000.0,61970000.0,38270000.0,12730000000.0,4230000000.0000005,9390000.0,1050000000.0,40780000.0,6290000.0,10190000000.0,54667163.88,1748064.74,72793448.83,34013746.43,70260574.96,53918864.96,27169295.65,60398709.07,10317928.97,5383569.43,62879846.42,98811718.56,5424626.0,61092988.71,48784432.84,57512738.45,68930034.78,52002473.94,71017673.56,86320558.67,8.69,26.88,13.55,95.08,6.11,31.39,3.77,31.86,21.33,52.85
943,Skilith,Hong Kong,HKD,1040000000.0,50.6,3620000000.0,312500000.0,875620000.0,11670000000.0,8570000000.0,0.0,479460000.0,2610000000.0,0.0,326220000.0,66019968.07,94249038.23,14833105.23,37537297.67,48750713.05,13645156.99,40894755.92,91826388.99,12231959.44,19767498.22,64137931.77,87018020.82,67977657.49,6042715.39,39248325.35,310778.59,74052354.66,54822077.73,1615735.93,19718945.91,55.49,12.11,60.38,21.75,13.5,37.57,33.0,18.45,3.19,35.52
770,Rhyloo,Thailand,THB,220340000.0,66.2,3660000000.0,0.0,568210000.0,5530000000.0,1990000000.0,89130000.0,457060000.0,0.0,16990000.0,4420000000.0,14953025.62,33547501.06,10589464.71,71261523.06,38771094.09,68612317.68,93206459.55,91469103.89,11206271.12,64055158.17,44310373.1,81853417.82,9530897.67,70825592.58,43849487.15,36663665.02,28307090.34,4203644.76,59485366.17,10495323.77,3.68,9.85,50.36,48.18,58.21,54.55,6.84,31.61,31.31,58.01
438,Gabcube,China,CNY,4269999999.9999995,44.7,367060000.0,474650000.0,0.0,64480000.00000001,578340000.0,255600000.0,0.0,253970000.0,316200000.0,347780000.0,61673723.31,44142815.38,73339588.37,30759489.32,97869488.75,24132861.1,96659949.06,12748404.29,78493560.8,29712753.61,20808282.44,96282548.12,57599727.48,77739291.92,59751387.45,51573007.45,23840745.88,71188030.3,29355506.59,89860550.31,84.55,98.24,45.62,12.73,75.53,35.08,36.72,37.9,61.93,19.38
60,Thoughtmix,Indonesia,IDR,644870000.0,76.6,369430000.0,26500000000.0,560060000.0,5230000000.0,315920000.0,1090000000.0,2390000000.0,0.0,0.0,558540000.0,81917232.55,80793416.65,977769.45,12741645.64,82302010.49,75121544.85,88276501.51,29489804.46,55268254.56,23960291.6,46896768.13,23878060.81,22702202.91,41150257.37,94556329.79,49542805.26,25987258.97,56202949.67,3926471.86,1455790.77,77.8,65.56,88.81,42.78,54.22,98.51,72.19,4.87,1.29,99.43
299,Avaveo,Slovenia,EUR,695420000.0,99.1,3690000000.0,75980000.0,1280000000.0,47060000.0,150220000.0,95540000000.0,0.0,2260000000.0,1650000000.0,92420000.0,22790381.94,51068548.75,41951904.46,68692899.57,93578520.38,32139111.51,83410300.8,24596719.44,98930911.13,56846911.05,10622300.21,79528446.53,43709140.81,10544584.59,19889000.83,55620002.49,5338523.81,39733074.88,97874649.41,57697106.96,36.9,42.14,90.45,17.76,39.8,24.11,7.01,97.41,87.98,91.18
606,Yodoo,China,CNY,3950000000.0,53.0,3720000000.0,3950000000.0,2690000000.0,18490000.0,566100000.0,130229999.99999999,184660000.0,13280000000.0,18550000.0,4150000000.0000005,30937028.15,14629951.78,14287518.02,98281329.06,44474814.76,67750009.27,5620679.27,52342345.34,81758534.1,57534838.25,66916433.05,35125156.62,75440431.58,16571517.65,74752895.85,82283445.14,15193087.85,12023455.04,33789717.75,70546428.46,24.06,22.65,79.76,97.2,10.22,52.05,35.77,96.99,94.37,44.04
107,Skyvu,Sweden,SEK,7350000000.0,24.9,37430000.0,423700000.0,481230000.0,1090000000.0,24590000.0,0.0,219920000.0,28740000.0,12180000000.0,1640000000.0,92729940.93,7320798.15,78526408.44,68191795.94,77491847.27,48094103.32,28919258.65,64195432.36,94711082.3,35234069.17,94457040.45,12276442.24,68209259.69,78478174.75,74647446.3,57383196.27,78916767.22,169440.82,15763279.95,36365378.58,4.41,18.34,63.9,53.74,9.28,17.5,89.9,95.55,14.93,37.26
585,Zoomzone,Cuba,CUP,44250000.0,57.5,37400000000.0,1180000000.0,35980000000.0,343370000.0,94540000.0,216110000.0,0.0,739260000.0,186350000.0,2500000000.0,32709464.24,16384112.54,34629897.01,8181775.71,17565746.18,1647915.5,85880915.68,80957941.56,9983933.94,52550331.81,38384323.38,23809348.02,66901640.86,15564920.95,54861248.11,97476237.79,60022475.79,11808377.95,36006161.81,51200198.64,58.69,63.23,33.05,39.05,99.8,85.89,67.77,43.47,32.1,33.57
783,Eidel,Colombia,COP,463930000.0,50.1,3750000000.0,2930000000.0,26260000.0,793180000.0,566100000.0,695420000.0,0.0,4950000000.0,59070000.0,0.0,91122213.36,51518037.91,77881228.66,39642411.38,11754525.04,80686112.76,40151610.0,65112969.17,38799472.88,32573673.05,61384310.34,73893185.22,82685834.41,64052034.01,58045661.68,58453845.02,88213247.22,96310021.46,45316695.48,54983297.64,84.55,90.95,2.19,58.79,86.78,4.5,56.47,76.18,74.84,52.29
175,Chatterpoint,United States,USD,393180000.0,67.2,378210000.0,30700000.0,4110000.0000000005,428970000.0,1260000000.0,5280000000.0,6900000000.0,17510000000.0,1630000000.0,7550000000.0,95736791.35,52918086.58,67249497.02,86558881.71,51389140.77,24070536.77,66182306.19,18221347.72,70847999.99,15378868.53,34772994.56,56010853.37,17457486.3,35313218.25,53387505.69,74322287.02,72427545.12,35998013.91,31479313.61,92916047.37,36.45,24.21,92.68,83.19,26.07,68.43,78.8,35.84,66.59,73.57
758,Skiptube,Portugal,EUR,1630000000.0,47.5,37850000000.0,2490000000.0,23330000000.0,262860000.0,5400000.0,367040000.0,149830000.0,78330000.0,1350000000.0,1100000000.0,13327749.69,20626874.89,56388238.41,43700422.75,99946712.56,23434704.45,18624599.88,97140870.77,86075048.03,5571899.47,44435101.83,5852442.77,27630137.82,66000018.61,79660149.0,13868407.03,66160863.38,77584809.18,42467017.56,59092955.35,45.05,31.41,75.37,51.46,12.64,13.06,98.67,59.83,90.17,86.08
247,Zooxo,Brazil,BRL,108910000.0,50.1,37850000000.0,95920000.0,2120000000.0,324650000.0,707250000.0,115530000.0,636640000.0,71120000000.0,16059999999.999998,3640000000.0,92826377.99,8437516.67,69016859.64,81990282.14,40319005.29,65788459.41,90665056.28,21275512.6,81850675.84,54007978.23,50439619.66,78417703.71,61543373.34,73981233.07,63840933.18,38818331.56,24330554.56,56550019.74,55210105.39,9022987.63,83.8,1.18,44.65,92.41,97.82,67.36,33.14,92.86,12.65,47.97
660,Eazzy,Czech Republic,CZK,4720000000.0,63.9,37850000.0,325530000.0,262860000.0,5530000000.0,1290000000.0,49840000000.0,2860000000.0,55600000.0,44140000000.0,53980000000.0,6978780.4,37995710.28,3053352.3,16946651.81,29668389.26,4263389.53,50012975.81,91872943.97,14989780.12,56120523.73,44505768.94,79904705.76,85502158.0,51142703.18,14341460.19,15166696.96,50254973.81,14591860.23,63187563.65,99727828.11,20.68,24.78,25.17,44.14,45.07,34.22,96.1,27.3,9.84,70.29
350,Brightdog,El Salvador,USD,180400000.0,25.7,37850000.0,1500000000.0,2430000000.0,493540000.0,11100000000.0,13170000000.0,4690000000.0,3620000000.0,38960000.0,19540000000.0,17260638.6,13989801.21,42683214.65,59480904.97,20830697.65,26888318.84,39593427.24,56412391.27,67354527.32,91453591.6,55047426.05,33884993.6,45863980.12,65589698.83,88129113.36,72012301.03,10763166.44,39259016.15,57807076.6,10762428.31,92.14,65.83,72.28,29.09,32.81,84.5,89.19,69.05,53.64,55.91
790,Voomm,China,CNY,47900000000.0,48.4,3790000000.0,2240000000.0,14590000000.0,0.0,23910000000.0,5100000000.0,248950000.0,1410000000.0,802720000.0,1880000000.0,36116401.19,99478238.2,36076985.7,99746502.79,2571268.82,74958064.12,66142913.28,76022271.79,4523407.86,83613326.97,19163439.09,6552433.31,53133281.6,77591216.65,42894547.74,53153894.59,51392451.48,18571465.67,19836822.28,58595619.95,59.55,7.89,88.88,58.85,19.7,40.83,10.68,33.24,98.88,29.28
697,Tazz,Anguilla,XCD,294490000.0,43.2,380760000.0,70550000.0,2280000000.0,1770000000.0,217040000.0,6780000000.0,3520000000.0,685280000.0,6890000000.0,113850000.0,34908383.56,24418868.16,63302690.7,79656878.49,43621597.24,9015202.35,18215.35,63393148.17,28550768.49,42429162.07,20029495.02,63208494.01,6608825.46,57690362.54,91108031.4,71102154.91,63358606.91,8522015.1,86599265.9,29119347.47,86.22,90.2,48.19,15.23,36.53,58.3,49.28,76.23,6.47,79.64
281,Yakijo,France,EUR,5260000000.0,84.9,38230000000.0,0.0,280360000.0,27990000.0,405380000.0,0.0,5840000000.0,2890000000.0,0.0,1140000000.0,63563216.3,9392859.29,13376447.39,27296862.51,40583614.82,61682931.71,4038141.08,98331669.01,85076759.58,19604999.24,70855790.88,64903934.4,16334655.38,88439260.79,79471956.8,95433467.4,2985656.12,85943607.33,28465173.35,90220605.18,98.62,80.38,36.29,39.47,58.62,34.4,22.16,19.34,81.97,91.7
911,Riffpedia,China,CNY,598910000.0,67.2,383030000.0,7870000000.0,12080000000.0,1290000000.0,115200000.0,4820000000.0,0.0,26130000.0,273410000.0,361050000.0,63967550.75,75988462.17,74064962.5,9743192.64,74219253.8,62724328.17,6025512.81,2332595.29,82730354.93,42260080.12,57762396.39,43497442.55,57644459.57,21451468.32,66891602.93,96115525.01,23832259.45,75881121.52,31846928.75,35776449.77,85.64,98.23,35.01,28.76,76.79,36.46,69.87,32.6,1.1,16.53
372,Photojam,Indonesia,IDR,9010000.0,35.4,383960000.0,780790000.0,1150000000.0,4680000000.0,27600000.0,0.0,265680000.0,2500000000.0,3500000000.0,34730000.0,45306348.71,64371527.2,73810348.04,3112089.61,90286014.9,45047606.74,58484974.57,92481947.4,65032435.39,77679307.51,60302323.37,68343632.69,94100841.54,40028300.84,88902445.47,7163154.96,2606828.3,82210301.28,93898977.15,60873756.5,8.41,42.23,61.51,18.61,36.92,43.28,73.46,86.14,85.49,86.95
966,Rhynoodle,China,CNY,0.0,31.6,38420000000.0,115200000.0,3530000000.0,162720000.0,896080000.0,882340000.0,0.0,104920000.0,0.0,78510000000.0,97838860.54,78951263.54,59072967.84,20311228.24,53614335.05,73621084.62,25279977.68,16892832.8,7336406.54,43426266.14,40449310.97,32559236.05,72209453.37,40373598.47,68539237.32,88935734.2,55356062.47,94561869.95,21262833.44,61834917.19,17.98,90.51,33.98,70.1,59.22,85.72,24.83,96.44,32.08,7.74
496,Quatz,Austria,EUR,389620000.0,67.2,38420000000.0,605760000.0,696230000.0,279000000.0,20870000.0,21870000.0,74720000.0,529590000.00000006,2420000000.0,1150000000.0,30624323.19,57784618.12,75941018.18,76596246.46,52503836.09,93574150.81,6215709.17,49558980.41,73591690.37,18150997.62,30956084.97,5640538.09,66104445.33,35836244.36,56083170.03,86895985.96,98017009.3,65303555.56,8125450.67,96960550.26,38.91,22.01,32.21,16.1,88.54,99.17,17.18,67.64,83.4,86.6
234,Cogidoo,Palestinian Territory,ILS,452030000.0,55.4,3840000000.0,55330000.0,38270000.0,698890000.0,327090000.0,19230000000.0,8730000000.0,38250000.0,317230000.0,0.0,3512352.55,98834828.58,61397343.22,46307985.52,21143077.5,14181369.76,67704875.04,4428652.63,64109190.36,99182836.45,60866851.63,68261688.81,18186671.17,48955177.46,36986719.83,27452336.18,96697025.39,21218892.18,16066801.28,96121951.25,49.15,42.45,3.57,18.52,17.19,61.32,39.7,34.54,2.42,5.87
563,Devshare,Portugal,EUR,1190000000.0,83.4,3840000000.0,36350000.0,175480000.0,121540000.0,3020000000.0,1380000000.0,0.0,4880000000.0,1580000000.0,88580000000.0,97160296.72,39524380.39,38974809.34,47134470.05,22783251.85,10770191.09,64661433.3,91407322.42,82603707.91,57757179.95,50589116.86,49826729.92,56967979.09,60428599.34,26086220.62,82917759.79,87829531.5,34626416.82,87275304.7,22732308.0,22.52,26.59,55.22,55.37,4.19,69.21,7.19,25.64,76.24,16.06
719,Talane,Malawi,MWK,4690000000.0,45.9,385080000.0,400400000.0,0.0,62000000.0,119090000.0,0.0,0.0,1020000000.0,21550000.0,68190000000.0,85857008.48,79157571.08,76878180.02,18243108.73,68781631.49,82846842.0,35575337.42,16322692.22,49502400.46,30636150.5,82070582.6,64707988.83,12461387.62,59175859.24,65383968.86,35127327.75,94786012.57,37951020.59,91025239.01,33169830.51,21.88,48.58,94.38,5.43,36.12,80.11,84.36,38.07,25.76,11.89
424,Plambee,Japan,JPY,979510000.0,88.4,386390000.0,0.0,24770000.0,91140000.0,37260000000.0,1640000000.0,550500000.0,21030000.0,953280000.0,0.0,19407337.72,53117694.58,51374254.94,10084055.59,24161314.67,23006621.76,9065915.58,98885689.98,49846249.93,75108206.41,6738708.22,31253888.8,54000074.04,2166292.58,35112678.71,35786300.19,47122321.91,50376344.19,63979273.96,22208652.38,15.54,35.54,14.51,91.82,8.75,6.45,34.93,3.51,65.67,20.68
120,Katz,China,CNY,14720000000.0,48.0,3870000000.0,4640000000.0,0.0,0.0,26320000000.0,0.0,751860000.0,0.0,816460000.0,4320000000.0,16018746.11,77531556.41,47172850.48,27229659.96,29359379.58,32870619.26,70151255.85,1604813.55,20791557.94,35039161.14,1631713.03,25238888.46,56684764.78,26417013.99,17804787.53,67720297.54,59069541.41,2182837.65,28634520.46,70353803.58,82.74,5.44,56.49,71.65,19.85,3.39,32.17,29.12,35.02,29.8
786,Leexo,Colombia,COP,1490000000.0,69.4,389010000.0,437060000.0,81480000.0,288200000.0,434240000.0,2930000000.0,1940000000.0,0.0,1050000000.0,39590000000.0,462042.05,45584437.22,11853831.18,16491856.03,73414911.51,64353277.18,71746689.92,96874428.42,45140158.81,70640580.54,61898170.31,9371805.3,64067965.12,59208790.1,72065420.72,56448665.14,72781449.34,43201810.53,4912823.16,9944269.61,31.43,90.43,61.16,92.64,21.59,90.6,43.87,12.15,99.39,18.82
386,Voomm,Brazil,BRL,85380000.0,84.1,390460000.0,17830000.0,93370000.0,309130000.0,128990000.00000001,21260000.0,15260000000.0,166750000.0,11670000000.0,816590000.0,88124550.62,92126749.41,65026295.47,53506510.24,19426555.74,87642214.75,95660586.71,7212115.35,47917428.19,85172421.19,73692520.46,66275310.21,41237355.5,30470427.73,54399205.55,89395778.19,68624712.4,46169599.19,91470745.56,93184001.41,51.4,92.35,44.35,58.56,70.51,18.41,20.48,32.03,81.23,87.17
815,Jabbersphere,Indonesia,IDR,0.0,65.1,390560000.0,10910000.0,6290000.0,96240000000.0,4150000000.0000005,154230000.0,7870000.0,0.0,1090000000.0,130449999.99999999,38981637.35,87102699.19,23034058.51,31846214.46,9604806.75,20072125.0,95619834.48,36733164.08,18192286.41,9302632.67,94741344.58,63374981.02,59340734.92,15611581.01,14110403.8,70876971.7,81750377.36,55809565.19,62598365.77,4821213.21,92.3,28.57,71.45,31.36,5.7,79.47,79.64,23.75,92.4,65.83
160,Edgepulse,China,CNY,73300000.0,63.1,39220000000.0,520750000.0,16290000.0,2330000000.0,71990000.0,1420000000.0,832710000.0,6310000.0,442630000.0,0.0,80374001.17,22286223.44,59092559.9,1842426.15,31800782.3,79210123.58,35941489.14,11599321.47,56920991.0,80075206.03,98817174.16,94120369.76,59494078.65,75482781.96,157558.25,71394895.99,77438108.65,52634863.93,32402318.12,69474349.94,6.59,95.93,59.48,30.45,92.58,10.82,89.77,69.84,92.14,67.98
307,Demimbu,Mexico,MXN,0.0,71.1,392460000.0,0.0,23690000000.0,3020000000.0,2490000000.0,0.0,3490000000.0,0.0,90060000.0,52670000.0,50072845.67,72205525.07,63857420.55,41709705.38,70769889.09,60610276.33,99087421.11,43716395.8,38050529.98,12835563.11,47938876.25,55306180.7,90291286.78,34717695.86,21738238.43,26335965.02,16386097.23,73268014.86,34599693.06,62152721.68,80.14,11.96,73.85,31.56,18.85,10.92,34.39,14.52,64.61,93.05
802,Youbridge,Afghanistan,AFN,3590000000.0,50.7,3920000000.0,0.0,10910000.0,979780000.0,69910000.0,5930000000.0,31940000.0,0.0,152930000.0,1770000000.0,89831293.64,57056958.57,63967392.2,56992164.2,92967691.56,16798453.64,9245433.56,96267090.78,90563154.92,10391356.71,39538938.15,43633195.25,98226736.3,53742429.42,57775837.24,72811422.54,60953995.93,63359837.14,85205847.56,18953432.48,3.16,92.84,53.59,7.11,9.32,42.15,44.38,35.62,51.32,39.98
718,Blogspan,Greece,EUR,46330000000.0,87.9,39390000.0,0.0,523309999.99999994,749530000.0,25630000.0,19540000000.0,0.0,3090000000.0,3690000000.0,448400000.0,92470599.13,82769901.89,32164561.84,44984746.08,77530206.5,42922030.83,32969679.56,5825171.83,5004266.39,90157195.92,31165477.62,76366327.17,47836971.65,28472598.81,79589711.75,15626981.35,81656081.92,10450950.12,86971692.65,51563591.6,67.15,19.93,91.46,81.16,35.05,87.93,20.53,23.3,12.66,27.39
772,Youopia,Indonesia,IDR,551950000.0,79.3,39590000000.0,1890000000.0,3510000000.0,780460000.0,0.0,10800000000.0,5190000000.0,1380000000.0,2240000000.0,1260000000.0,20081251.29,23646228.43,89603134.18,34173686.36,44217075.6,23945085.29,99297077.68,90139939.53,73138396.37,36987884.18,84304386.94,42948635.46,27126236.09,80132402.42,71363447.96,80203805.42,44207376.29,48441505.46,65216116.52,66123518.29,65.17,36.51,40.2,20.68,12.74,81.65,66.18,5.0,82.37,41.81
734,Jazzy,Guatemala,GTQ,53990000.0,45.4,3950000000.0,1100000000.0,9640000000.0,0.0,78330000.0,5970000000.0,117970000.0,357950000.0,0.0,4110000000.0000005,21497456.66,63636822.98,21180127.73,16030660.14,1278326.36,63762985.4,56107812.09,73015892.29,56796007.89,44068438.83,68786530.11,88551440.06,3119035.58,61128319.41,65467672.88,4426799.51,2377373.05,3220926.27,90827375.46,25343837.43,78.54,21.11,4.95,27.68,59.63,31.63,86.94,85.26,82.9,13.87
961,Jaloo,Peru,PEN,161490000.0,36.3,3950000000.0,2260000000.0,4640000000.0,21550000.0,1080000000.0,703550000.0,0.0,303710000.0,0.0,171840000.0,24806264.61,61605652.86,31306537.13,16624395.03,46307227.81,38383175.07,15959690.42,33375133.45,10543526.1,49961134.62,21491704.88,42806227.25,90312996.88,64995000.53,38824502.55,44421084.28,53970628.91,14265732.91,56098217.13,64989297.24,72.16,96.15,15.52,93.49,46.1,96.0,23.66,95.16,59.48,92.66
596,Zazio,Indonesia,IDR,1230000.0,39.4,3950000000.0,402840000.0,1100000000.0,76040000.0,0.0,1160000000.0,6200000000.0,461580000.0,217040000.0,537110000.0,27472079.57,34454563.33,36642992.05,26850681.9,42735512.8,68071028.22,47250216.59,57500432.84,55532090.02,84612317.21,26831390.02,21317384.44,48187142.98,65156096.11,38670834.09,73329625.96,21902459.57,80844614.78,4674966.42,77724175.61,76.83,25.93,16.54,43.68,32.21,53.03,79.66,18.97,44.74,73.79
44,Jaxnation,Russia,RUB,672680000.0,82.4,3960000000.0,93580000.0,54660000.0,176920000.0,3820000000.0,484410000.0,3490000000.0,0.0,809460000.0,3610000000.0,35450889.04,29682095.83,70728510.01,75415153.04,21363742.29,74604146.34,51008277.47,44228357.9,87946702.33,63991631.76,7682275.72,78567430.35,59593715.99,39688828.31,76254331.06,10682605.62,94279269.48,82831052.93,44819219.35,33781871.89,18.63,14.7,43.81,24.83,53.06,55.56,45.41,43.88,94.87,9.05
813,Jaxbean,Ireland,EUR,4059999999.9999995,65.6,3970000000.0,2640000000.0,1370000000.0,5290000000.0,42500000000.0,210020000.0,1020000000.0,18290000000.0,0.0,4090000000.0,84723199.98,31198334.16,56135596.85,39394007.99,19248119.67,13757006.81,43970784.74,13953758.61,8506902.65,96972410.74,84843942.5,30954367.11,77306223.59,52579659.64,80216583.9,40946117.93,56894858.41,18760453.91,15439060.36,81883476.8,57.55,83.07,21.81,48.78,31.19,72.11,11.52,76.34,18.41,3.35
391,Quinu,Tanzania,TZS,14070000.0,21.6,399010000.0,12880000000.0,18040000.0,219230000.0,82910000.0,68569999999.99999,0.0,115540000.0,22070000000.0,4350000000.0,18617683.64,55167187.04,84530433.24,15464856.24,33898020.08,2008161.08,27996122.66,35364690.25,26388489.12,86915757.53,4760748.73,47929312.99,40932688.48,37636070.25,64987005.1,74437747.11,31704156.01,43447423.97,46149471.27,1390761.16,2.06,31.46,17.3,48.22,56.77,58.48,52.97,82.56,5.8,27.87
686,Jabbertype,Argentina,ARS,0.0,55.7,39940000.0,2520000000.0,6590000000.0,255600000.0,38420000000.0,323860000.0,609330000.0,534710000.00000006,30700000000.0,25390000.0,96169116.3,34339425.11,57559879.17,48765216.58,47505128.97,90580668.67,9654468.3,41173063.04,29006615.26,52344565.8,93502326.91,27483643.1,83911853.23,15678016.61,85891185.89,25428725.82,6796340.76,83202070.64,30134408.01,72107129.13,3.38,62.31,82.8,33.1,93.5,91.68,38.53,34.55,72.79,48.14
341,Photobug,United States,USD,2550000000.0,36.8,3990000000.0,0.0,2850000000.0,4230000000.0000005,496770000.0,0.0,2860000000.0,323560000.0,4800000000.0,1880000000.0,22948153.01,92910746.63,52779093.9,24070594.67,3807179.38,67997985.22,5461200.27,4136132.47,22170953.35,91572663.31,86764222.59,6054262.89,60821138.13,54467538.56,22494593.88,38013412.65,33012764.9,10563177.02,44587134.68,32945978.01,93.51,7.23,13.44,71.7,60.87,33.18,70.93,6.49,77.93,70.71
28,Zoovu,Albania,ALL,1350000000.0,65.9,3000000000.0,356590000.0,9150000000.0,384840000.0,404020000.0,228440000.0,5530000000.0,1680000000.0,18800000000.0,13760000000.0,25134360.11,40331634.32,29653747.58,95628476.68,58710682.65,5527402.93,26221045.89,40967481.6,67378494.64,5308614.99,12026157.45,12792513.01,43245841.28,70237501.93,15007550.7,52703966.67,36379841.67,87063043.87,4753691.63,28858277.58,74.93,69.37,81.28,97.11,10.25,64.82,71.71,2.47,34.44,20.93
283,Blogpad,France,EUR,146860000.0,66.6,4010000000.0,12410000000.0,1820000000.0,0.0,295190000.0,603440000.0,6140000.0,72800000000.0,763420000.0,399010000.0,38492677.21,65966294.67,29180092.46,24614269.02,71174005.78,1778500.25,88432471.23,41471142.47,80474013.03,78527820.93,12413617.6,9282797.1,3277234.54,2608962.32,84167479.96,70571496.54,15498747.98,52086413.99,21323309.41,97994760.66,71.17,28.38,23.71,35.66,37.69,76.93,48.75,6.77,10.72,24.26
314,Trilith,China,CNY,63350000.0,25.8,40310000.0,165720000.0,123810000.0,1020000000.0,7530000000.0,70350000.0,10580000000.0,617530000.0,13870000000.0,0.0,78071434.8,86827040.95,71296488.78,12276623.3,38519867.05,94101502.44,82836782.34,40911530.7,58065599.78,13156496.45,78497840.08,4754597.33,92001191.36,94245151.96,11309198.69,45450192.95,29068259.47,8162656.79,70334039.41,17219014.58,89.97,78.69,24.62,89.41,82.15,52.18,71.74,27.95,5.28,51.97
309,Cogibox,Morocco,MAD,38960000.0,41.9,404020000.0,2160000000.0,94540000.0,50520000.0,725050000.0,329780000.0,415620000.0,560240000.0,377450000.0,1560000000.0,6859661.59,46336672.38,1217310.37,99162021.32,59635272.79,77440451.85,42237363.8,39925200.77,7735272.65,61103544.32,44062819.55,87147565.49,38081454.65,82895002.07,52408534.34,92816095.57,15250152.68,95762909.98,7584465.99,75463427.22,71.87,58.99,82.42,25.0,3.8,87.26,52.07,98.28,57.49,34.79
207,Tagopia,Yemen,YER,9010000000.0,21.7,404020000.0,3690000000.0,214420000.0,2240000000.0,14980000000.0,449650000.0,220500000.0,50450000.0,19680000000.0,0.0,33004243.92,21791386.59,42763330.53,10459034.34,22315923.99,37861328.14,86127436.49,55663979.73,9221262.81,18654703.96,3561278.69,28859190.97,54588366.95,77333124.5,22634922.09,96818615.54,58696392.02,77897728.95,2602794.38,36633412.05,42.86,5.59,82.37,79.79,78.09,19.41,46.29,40.26,7.34,12.44
597,Shuffledrive,French Polynesia,XPF,0.0,96.3,40910000000.0,430900000.0,0.0,22640000.0,4190000000.0000005,120430000.0,287760000.0,755360000.0,1900000000.0,1140000000.0,74230428.01,80835005.4,28540291.08,93573018.96,59937876.47,32771908.13,9705961.04,83936706.52,78382350.19,77949085.0,32034574.72,82244719.44,42034376.81,92836830.53,54923220.28,81626243.05,84106869.01,55719892.67,49298602.55,32313293.23,68.93,51.82,98.47,53.56,36.91,52.4,40.34,19.22,99.63,22.65
698,Photospace,Indonesia,IDR,383960000.0,78.9,4090000000.0,164260000.0,438740000.0,1040000000.0,776550000.0,1180000000.0,254840000.0,641320000.0,196970000.0,130340000.0,81057622.65,92379709.95,48719121.36,78004249.42,40655538.89,31032942.46,72686307.37,6516967.74,36790355.89,44445934.59,42371206.82,92354887.3,86703036.65,7878284.04,44007846.12,65898969.51,22755820.37,83955483.98,43364410.95,99334238.53,46.79,32.59,24.56,5.38,87.38,42.82,17.44,79.56,49.14,34.78
483,Gevee,Peru,PEN,0.0,71.6,41020000.0,2860000000.0,13930000000.0,32740000.000000004,5400000.0,798860000.0,127900000.0,6430000000.0,57730000.0,253970000.0,71604127.33,6698598.07,79456370.98,45320655.88,3164085.88,1730357.42,33669778.56,38693575.68,83501805.57,2632072.64,98205857.25,55025068.66,27542592.91,59564082.69,39506761.96,17209400.8,502990.93,85606136.62,38644403.43,33698734.72,57.88,49.37,24.05,51.09,75.16,1.47,99.05,2.02,82.63,74.49
494,Skinte,Indonesia,IDR,2480000000.0,41.8,411960000.0,663120000000.0,166750000.0,641320000.0,172230000000.0,83180000.0,4690000000.0,58870000.0,893940000.0,488700000.0,71224722.65,30777496.73,25832862.47,63481986.1,90775461.34,33810239.28,23973940.93,87139675.57,84807001.28,78875454.22,17910588.97,21824099.69,27702882.54,72439982.55,23335200.93,15685089.61,97377724.33,19054873.44,35226172.02,85570037.98,98.48,76.51,8.09,16.41,73.91,10.18,42.78,99.52,31.85,4.7
368,Oyoyo,China,CNY,0.0,34.7,4110000000.0000005,457290000.0,423980000.0,6330000000.0,1290000000.0,4110000000.0000005,169370000.0,69740000.0,28190000.0,40940000.0,88340986.0,15820578.11,77459734.74,43481006.44,29394523.27,20824255.99,60792336.77,21123364.01,52192183.52,40051594.25,74037109.18,88722421.05,97177293.81,93340851.46,75587672.13,52531626.63,66994586.89,36173319.87,17720869.92,80140531.95,52.98,75.05,24.91,91.36,66.17,14.19,30.32,64.77,83.46,71.86
